Source,Target,Type,Name,Year,Partnerhip Type,Weight
35,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
35,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,1,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,51,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,52,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,48,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,49,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,50,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,18,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
3,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,51,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,52,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,48,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,49,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,50,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,18,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
1,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,52,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,48,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,49,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,50,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,18,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
51,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,48,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,49,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,50,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,18,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
52,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
